Abrazaderas sin fin  5/8
Abrazaderas sin fin  3/4''
Abrazaderas sin fin  1''
"Abrazaderas sin fin 1 1/16"""
Arazaderas sin fin 1/2'
Abrazaderas sin fin  1 1/4
Abrazaderas sin fin  1 1/2
"Abrazaderas sin fin 1 3/4"""
Abrazaderas sin fin  2''
Abrazaderas sin fin 2 1/2'
"Abrazaderas sin fin 2 3/4"""
Abrazaderas sin fin  3''
"Abrazaderas sin fin 3 1/4"" "
"Abrazaderas sin fin 3 1/16"""
Abrazaderas sin fin 4'
Abrazaderas sin fin blister
"Abrazaderas sin fin blister 1 1/4"""
Abrazadera condruit 1/2
Abrazadera condruit 3/4
Abrazadera condruit 1''
Abrazadera condruit 1 1/4
Abrazadera condruit 1 1/2
Abrazadera condruit 2
Abrazadera condruit PVC 22 3/4

Cruz galvanizada 1/2
Codo galvanizado 1/2
"""Te"" galvanizada   1/2"
Union galvanizada 1/2
Tapon hembra galvanizada 1/2
Tapon macho galvanizada   1/2
reductor 3/4 x 1/2 galvanizado.
reductor 3/4 x 1/2 campana.
reductor 1/2 x 5/8

Argolla cerrada #4  
Argolla cerrada #6 
Argolla cerrada #8 19x60
Argolla cerrada #10 20x70
Argolla cerrada #12 21x80
Argolla cerrada #14 22x100
Argolla cerrada #16 23x 110
Argolla abierta 18x50
Argolla abierta 20x70
Argolla abierta 19x60
Argolla abierta 23x110
Argolla abierta 17x40
Argolla abierta 21x80
Argolla abierta 22x100
Bajante P/canal liso amanco
Bajante p/canal liso 4''
Bajante p/canal 3'' Amanco
Tapadera P/canal liso amanco
Union P/canal liso amanco
Soporte P/canal liso amanco
Esquinero ext. P/canal liso amanco
Esquinero int. P/canal 
Bajante P/c. colonial amanco
Union P/c. colonial amanco
Soporte P/c. colonial amanco
Esquinero ext P/c. colonial amanco
Tapadera p/c colonial amanco
Bajante P/canal colonial durman
Esquinero ext. P/canal colonial durman
Esquinero int. p/canal colonial durman
Bajante P/canal rectangular colonial amanco
Abrazadera rectangular PVC
Abrazadera plastica 3''
Abrazadera plastica 4''
Abrazadera presion PVC 2' a 1/2'
Soporte PVC rectangular
Codo P/t. rectangular PVC
Union P/t. rectangular PVC
Bajante P/canal rectangular liso
Soporte P/canal español
Tapadera p/canal español
Bajante p/canal español 
Union p/canal español
Union P/canal colonial DE
Bajante P/canal colonial DE
Union rectangular amanco
Union p/bajante rectangular
Tapadera p/c colonial durman
Union p/c colonial durman
Soporte p/c colonial durman
"Adaptador macho 1/2"""
"Adaptador macho 3/4"""
Adaptador macho 1''
"Adaptador macho 1 1/4"""
"Adaptador macho 1 1/2"""
Adaptador macho 2''
"Adaptador macho 3"""
Accesorio para sanitario Fama
Acessorio para sanitario/tanque Coflex
Accesorios P/inodoro push
Varilla P/flotador 1/4
Flotador #4 
Flotador #6
Flotador p/tanque 
Flotador p/cisterna c/valvula 1/2
Asiento para sanitario Incessa
Asiento para sanitario push
"Anclas plasticas 3/16 x 1"""
Anclas plasticas 1/4 x 1''
Anclas plasticas 1/4 x 1 1/2
Anclas plasticas 5/16 x 1 1/2
Anclas plasticas 5/16 x 2
Anclas plasticas 3/8 x 1 1/2
Anclas plasticas 3/8 x 2
Ancla plastica 1/2 x 2
Ancla mariposa 1/2
"Ancla plastica Fisher 9/32"""
Ancla plastica Fisher 3/8
Ancla plastica Fisher 1/2
Ancla plastica fisher 5/16
Ancla plastica fisher 1/4
Ancla de expansion 1/4
Ancla de expansion 5/16
Ancla de expansion 3/8
Ancla de expansion Hilti 1/4 x 1 1/4'
Ancla de expansion Hilti 1/4 x 2 1/4
Ancla de expansion Hilti 1/4 x 3 1/4'
Ancla de expansion Hilti 3/8 x 2 1/4'
Ancla de expansion Hilti 1/4 x 1 3/4
Ancla de expansion Hilti 3/8 x 3'
Ancla plust tipo mariposa 4.12 m
Atomizador 16 onz
Atomizador 32 onz
Abrillantador p/llantas Harris
Abrillantador de llantas TurtleWax
Rubbing rojo
Tuff Stuff
Limpiador Stuff spray
Silicon lubricante 3M
Triangulo seguridad Truper 29cm
Lubricante faja ABRO
Foco 12V. 2 contacto
Foco 12V. 1 contacto
Fusible pequeño
Fusible grande
Terminal 3M
Tenaza cable P/carga de vehiculos 2 mts
Cable p/carro 2.5 mts
Calibrador D/aire llantas 220
Calibrador D/aire llantas 160
Alambre puas pantera 400V rollo
Alambre puas pantera 200V rollo
Alambre puas economico 400V
Alambre puas 400 V 
Alambre galvanizado #10 lb
Alambre galvanizado #12 lb
Alambre galvanizado #14 lb
Alambre galvanizado #16 lb
Alambre galvanizado #20 lb
Alambre galvanizado #22 lb
Alambre amarre lb
Alambre p/flor negro #20
Alambre p/flor negro #22
Alambre p/flor negro 
Alambre p/flor negro #19 (55 lbs)
Alambre p/flor negro #20 (55 lbs) 
Alambre razzor inoxidable 33v
Alambre razzor galvanizado
Aislador para razzor
Alambre duplex 2x12
Alambre duplex 2x14
Alambre duplex 2x16
Alambre duplex 2x18
Alambre duplex aluminio 2x12 
Alambre SAE #18 (mts)
Alambre automotriz SAE 14 
Alambre automotriz SAE 18
Alambre TNM 2x10
Alambre TNM 2x12
Alambre TNM 2x14
Alambre TNM 3x10
Alambre TNM 3x12
Alambre TNM 3x14
Alambre TW #6
Alambre TW #8
Alambre TW #10
Alambre TW #12
Alambre TW #14
Alambre TSJ 2X12 
Alambre TSJ 2x14
Alambre TSJ 3x12
Alambre TSJ 3x14
Alambre P/bocina (metro)
Alambre p/bocina #18 transp.
Alambre p/bocina #16 transp.
Arandela plana 1/8
Arandela plana 5/32
Arandela plana 3/16
Arandela plana 1/4 
Arandela plana 5/16

Arandela plana 1/2
Arandela plana 5/8



Arandela de presion 1/4
Arandela de presion 5/16
Arandela de presion 3/8
Arandela de presion 1/2
Arandela de presion 6 ml
Arandela de presion 8 ml
Arandela de presion 10 ml


Almadanas c/cabo 2 lb
Almadanas c/cabo 3 lb
Almadanas c/cabo 4 lb
Almadanas c/cabo 6 lb
Almadana c/cabo 8 lb
Almadana C/cabo 10 lb
Almadana c/cabo 12 lb


Aceite Triyo 3 onz
Aceite Triyo 1 onz


Acido muriatico galon general
Acido muriatico botella general
Acido muriatico galon concentrado
Acido muriatico botella concentrada


Azadon Tramontina 2 1/2lbs
Azadon TW 2 1/2 lbs 
Azadon imacasa 2 lb
Azadon con cabo 2 1/2 lb
Cabo p/azadon 



Anzuelos #12
Anzuelos #13 truper
Anzuelos #14
Anzuelos #15
Anzuelos #16
Anzuelos #17
Anzuelos #18
Anzuelos #20

Juego de acople 1/4 Maxtools


Abono azul triple X lb
Folidol lb

Adaptador polarizado Aguila
Adaptador redondo a plano
Adaptador p/TV


Antena P/TV c/base
Antena P/TV conejo
Antena aerea circular IML
Antena aerea 12 elementos IML
Antena 12 elementos


Adaptador para tuerca 3/8 Truper
Adaptador para tuerca 5/16 Irwin
Adaptador para tuerca 5/16 Truper




Spliter 2 vias sencillo
Spliter 3 vias sencillo
Spliter 2 vias
Spliter 3 vias
Union P/cable coaxial TW
Union P/cable coaxial
Union P/cable de telefono 
Cautin soldador 30w VK
Cautin soldador 60w VK
Cautin soldador 40w bliste
Cautin soldador 45w Pretul
Cautin tipo lapiz 60 w Pretul
Cautin tipo lapiz 45 w Pretul
Toma triple polarizado 
Terminal de ojo 6.3 mm 1/4
Terminal bond hembra 
Terminal P/cable coaxial
Terminal p/cable coaxial AC T59
Terminal p/cable coaxial doble  RE-6
Terminal p/cable coaxial hembra RE-59
Terminal p/cable coaxial 22-16
Terminal p/cable coaxial presion 22-16
Terminal p/cable coaxial hembra   
Terminal p/cable coaxial V-27A TW
Terminal p/cable coaxial RF 55-4
Extension P/DvD 1.8mts RCA
Extension RCA P/DVD
Extension RCA 3 puntas 
Extension RCA 4 puntas 
Extension lisa p/telefono 
Adaptador triple p/telefono
Extension P/grabadora 1.50m
Extension Aux. P/audio 2 puntas 1.8m
Extension Aux. P/audio 3 puntas 1.8m
